TxHash,To,From,TokenAmount,UsdAmount
0x4c2c66a6ce8cf08b7611180dbe8b39b9b31154032c1e71046839f93002270697,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"2.639578015858641882","$537.63"
0x4c2c66a6ce8cf08b7611180dbe8b39b9b31154032c1e71046839f93002270697,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"1","$203.68"
0x4c2c66a6ce8cf08b7611180dbe8b39b9b31154032c1e71046839f93002270697,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,"343,201.864696169188124171","$69903067.54"
0xeeb421fa78c86d3fb307b9b8ba7617aeceb6830a3fa58044c2463beb371e3250,0x093c2ae5e6f3d2a897459aa24551289d462449ad,0x7224d1965f85572750a7bfb6845759de52a8b76a,"8.919105644670792015","$1816.64"
0x46a43aaa105a15fb36c8ca16a7d3129970451265d238dba5f63ece369825c517,0x7224d1965f85572750a7bfb6845759de52a8b76a,Matic,"","na"
0xc67f18c2c1acdfaecff305920198202969d393eda79f6a44e82b8fdcdf2daf6c,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x1571ed0bed4d987fe2b498ddbae7dfa19519f651,"0",""
0x64276cbef3df040ec3d25845fdd48dc47bf24d4e514d2ea6604f2b1ede259739,0x7224d1965f85572750a7bfb6845759de52a8b76a,Matic,"25,000","$25283.89"
0x66ec09af7530048bf0621d84a99758450d7fec0ef254177847e8db55e9ba5dc8,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xdac17f958d2ee523a2206206994597c13d831ec7,"0",""
0x68417522a7e9d42ee2cdb68dba3b84fae1414f446eb53c700e0ce62694e6deee,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"326,586.346495561129692354","$63725678.47"
0x68417522a7e9d42ee2cdb68dba3b84fae1414f446eb53c700e0ce62694e6deee,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"0.713447397178844623","$139.21"
0x68417522a7e9d42ee2cdb68dba3b84fae1414f446eb53c700e0ce62694e6deee,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"558.761840270359550584","$109029.29"
0x68417522a7e9d42ee2cdb68dba3b84fae1414f446eb53c700e0ce62694e6deee,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,"327,145.821783228668087561","$63834846.97"
0x5cbe0c3b40c7303b9c338131d3f354f65901b088da60bfb3b61ed5074086811e,0x0000000000000000000000000000000000000000,0x7224d1965f85572750a7bfb6845759de52a8b76a,"","na"
0x5cbe0c3b40c7303b9c338131d3f354f65901b088da60bfb3b61ed5074086811e,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x1571ed0bed4d987fe2b498ddbae7dfa19519f651,"125","$24390.82"
0x1724cc9d30617f3a0a9f4cced741c3333e51b6cfda28dc0267452de813eb20c4,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xa0246c9032bc3a600820415ae600c6388619a14d,"0",""
0x4cad7f83af12e6b2d88192db73e0913dccc964ab2c0eccfbb6d698992d27e448,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xa0246c9032bc3a600820415ae600c6388619a14d,"0",""
0xc99a85ffec959859c248e8bbe1a3142dc1a7a04b8e69d48fd501ca53c4df2b0d,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x0000000000000000000000000000000000000000,"701,627,000,000,000,000,000,000 ","na"
0x30d5a6d049f393333baf5ac0fe643153da7d5523f2e9725d33311474d7045cb5,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"327,271.487227227486483347","$63859367.64"
0x30d5a6d049f393333baf5ac0fe643153da7d5523f2e9725d33311474d7045cb5,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"0.608106170749830859","$118.66"
0x30d5a6d049f393333baf5ac0fe643153da7d5523f2e9725d33311474d7045cb5,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,0x7224d1965f85572750a7bfb6845759de52a8b76a,"683.761840270359550584","$133420.11"
0x30d5a6d049f393333baf5ac0fe643153da7d5523f2e9725d33311474d7045cb5,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,"326,588.333493127876763622","$63726066.19"
0x067aeb8731886d14c73405085c71c71592d0abbceed6293c2f9bef0e40262346,0x0000000000000000000000000000000000000000,0x7224d1965f85572750a7bfb6845759de52a8b76a,"701,627,000,000,000,000,000,000 ","na"
0x067aeb8731886d14c73405085c71c71592d0abbceed6293c2f9bef0e40262346,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x5e3ef299fddf15eaa0432e6e66473ace8c13d908,"701,627","$138594.22"
0x0a76c6fc26520c63e9dc69cb56ad0b1990dba2f2dd317abeb668b502bcf134ac,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,"0",""
0xf2035e8dbdb9290b0ecf6df184a07e53e767224b248557abf5f4d7a4a3e08391,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"331,848.622301760153854803","$66993903.68"
0xf2035e8dbdb9290b0ecf6df184a07e53e767224b248557abf5f4d7a4a3e08391,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"5.375960549350020322","$1085.30"
0xf2035e8dbdb9290b0ecf6df184a07e53e767224b248557abf5f4d7a4a3e08391,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"675.784640535277825282","$136428.02"
0xf2035e8dbdb9290b0ecf6df184a07e53e767224b248557abf5f4d7a4a3e08391,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,"332,529.782902844781700407","$67131417.01"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"150,000","$149099.39"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,0x225a6313e0d13d0f8c87a661ddc6923b53d0509a,"7,500","$7454.97"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x225a6313e0d13d0f8c87a661ddc6923b53d0509a,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"1,511.220044194054857844","$7559.96"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,0x7619d3991f38f29689200a59444116e48e06ac01,"1,511.220044194054857844","$7559.96"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x7619d3991f38f29689200a59444116e48e06ac01,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"35,137.385528559292481181","$6940.78"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,0xbba17b81ab4193455be10741512d0e71520f43cb,"7,500","$7454.97"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x0000000000000000000000000000000000000000,0x2eea44e40930b1984f42078e836c659a12301e40,"0.001251883025889681 ","na"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x9a7a75e66b325a3bd46973b2b57c9b8d9d26a621,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"133.927707727852171176","$26.46"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x3b3d23b8683f40be14c279d7413909201a06328a,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"253.989258182296567515","$50.17"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x0000000000000000000000000000000000000000,0x910bf2d50fa5e014fd06666f456182d4ab7c8bd2,"0.079873929854116952 ","na"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x4c75da685109945d235c42151f9ec21162ee07be,0x7c66550c9c730b6fdd4c03bc2e73c5462c5f7acc,"36,117.288257072130381388","$7134.34"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x7c66550c9c730b6fdd4c03bc2e73c5462c5f7acc,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"36,117.288257072130381388","$7134.34"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,0x74c99f3f5331676f6aec2756e1f39b4fc029a83e,"11,812.5","$11741.58"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x74c99f3f5331676f6aec2756e1f39b4fc029a83e,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"8.103048988693866469","$11851.77"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,0x06da0fd433c1a5d7a4faa01111c044910a184553,"47,250","$46966.31"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x06da0fd433c1a5d7a4faa01111c044910a184553,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"32.285422767120638272","$47221.65"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,"75,937.5","$75481.57"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"51.907469125918379991","$75921.45"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,0x819f3450da6f110ba6ea52195b3beafa246062de,"92.295940881732884732","$134994.86"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x819f3450da6f110ba6ea52195b3beafa246062de,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,"629,984.626002414079297441","$124442.51"
0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0xe069cb01d06ba617bcdf789bf2ff0d5e5ca20c71,0x7224d1965f85572750a7bfb6845759de52a8b76a,"701,627.216753955650898701","$138594.26"
0xe9e700dfd56077ddf9325aec3103a92a2c44a78c0b03f51d20a86e30662cc82a,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xdac17f958d2ee523a2206206994597c13d831ec7,"0",""
0xb3167e7710a025c457a3d69fff8c03d73aa7f6ca5c09bd8b723ef47886325f7f,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,"60,000","$59639.76"
0xb3167e7710a025c457a3d69fff8c03d73aa7f6ca5c09bd8b723ef47886325f7f,0x0d4a11d5eeaac28ec3f61d100daf4d40471f1852,0x56feaccb7f750b997b36a68625c7c596f0b41a58,"40.936659394917209897","$59875.21"
0xb3167e7710a025c457a3d69fff8c03d73aa7f6ca5c09bd8b723ef47886325f7f,0x56feaccb7f750b997b36a68625c7c596f0b41a58,0x7224d1965f85572750a7bfb6845759de52a8b76a,"272.814691381494397404","$55076.08"
0xfc9b4e2cb366a86b2be4ef7e6553e48d3659433d9565332157ba2d849beff5db,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xdac17f958d2ee523a2206206994597c13d831ec7,"0",""
0x2aa6b8efc7b64282ce1a63d52f6472adacc119948491b55ede44ca71827221b1,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xdac17f958d2ee523a2206206994597c13d831ec7,"0",""
0x8a50c89367b826b219963d0e58ce341bb4b05e4d2659e5f5cf6cab2fa549e0c6,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,"80,839.745934","$81574.13"
0x8a50c89367b826b219963d0e58ce341bb4b05e4d2659e5f5cf6cab2fa549e0c6,0xb4e16d0168e52d35cacd2c6185b44281ec28c9dc,0x56feaccb7f750b997b36a68625c7c596f0b41a58,"55.243441745851380717","$80800.75"
0x8a50c89367b826b219963d0e58ce341bb4b05e4d2659e5f5cf6cab2fa549e0c6,0x56feaccb7f750b997b36a68625c7c596f0b41a58,0x7224d1965f85572750a7bfb6845759de52a8b76a,"383.617490218316787986","$77445.05"
0x6cde6437072288c4932dcfc9f0087ed82fc8dc51194d2548f1abc55ab2eb714f,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x0000000000000000000000000000000000000000,"243,291.750384529143760112 ","na"
0x6cde6437072288c4932dcfc9f0087ed82fc8dc51194d2548f1abc55ab2eb714f,0xbebc44782c7db0a1a60cb6fe97d0b483032ff1c7,0x7224d1965f85572750a7bfb6845759de52a8b76a,"246,717.805329","$245236.50"
0x966935a791f7238aefa464799709d79b13691c3a37f366ff329c6cb38a4be2e3,0x27f12d1a08454402175b9f0b53769783578be7d9,0x7224d1965f85572750a7bfb6845759de52a8b76a,"236,577.548797223288262987 ","na"
0x966935a791f7238aefa464799709d79b13691c3a37f366ff329c6cb38a4be2e3,0x27f12d1a08454402175b9f0b53769783578be7d9,0x7224d1965f85572750a7bfb6845759de52a8b76a,"3.375141330575052474","$681.38"
0x66de8d1f2a183c1ea026e0d5eb809aeb4fe5b6d132421ef55a86cec3673a0937,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x0000000000000000000000000000000000000000,"236,577.548797223288262987 ","na"
0x66de8d1f2a183c1ea026e0d5eb809aeb4fe5b6d132421ef55a86cec3673a0937,0xbfcf63294ad7105dea65aa58f8ae5be2d9d0952a,0x0623cf5d4cd761e2c237fb02d1fa6424e03f5c8c,"243,291.750384529143760112 ","na"
0x66de8d1f2a183c1ea026e0d5eb809aeb4fe5b6d132421ef55a86cec3673a0937,0x0623cf5d4cd761e2c237fb02d1fa6424e03f5c8c,0x71b9ec42bb3cb40f017d8ad8011be8e384a95fa5,"243,291.750384529143760112 ","na"
0x66de8d1f2a183c1ea026e0d5eb809aeb4fe5b6d132421ef55a86cec3673a0937,0x71b9ec42bb3cb40f017d8ad8011be8e384a95fa5,0x7224d1965f85572750a7bfb6845759de52a8b76a,"243,291.750384529143760112 ","na"
0x7aa22f82462c480a1e2be83b204104114d8e1eb9c361b632cd2ca4d8841f6987,0x093c2ae5e6f3d2a897459aa24551289d462449ad,0x7224d1965f85572750a7bfb6845759de52a8b76a,"11.557342892968863164","$2333.21"
0xe865ba6a124f5f6f8cd7305df4ed38b68cb08bf6d5eb8baa55989d92b9c351e5,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x8ae720a71622e824f576b4a8c03031066548a3b1,"19,700","$63719.61"
0xe865ba6a124f5f6f8cd7305df4ed38b68cb08bf6d5eb8baa55989d92b9c351e5,0x7a250d5630b4cf539739df2c5dacb4c659f2488d,0x8ae720a71622e824f576b4a8c03031066548a3b1,"35.741338969921236462","$63589.99"
0xe865ba6a124f5f6f8cd7305df4ed38b68cb08bf6d5eb8baa55989d92b9c351e5,0x0000000000000000000000000000000000000000,0x7224d1965f85572750a7bfb6845759de52a8b76a,"815.432510188930099887 ","na"
0x5ac8330e1f2fdeb52d0e0d75467ff91e3c1cc5afbcc6a96388f00186e9d3dd68,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x03ab458634910aad20ef5f1c8ee96f1d6ac54919,"0",""
0x27d20b7f860901bee102999d10f4f3cb7f463985d6ede7f960a7a09fdb15ea6f,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,"75,000","$75418.05"
0x27d20b7f860901bee102999d10f4f3cb7f463985d6ede7f960a7a09fdb15ea6f,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0xbb004090d26845b672f17c6da4b7d162df3bfc5e,"50,000","$50278.70"
0x27d20b7f860901bee102999d10f4f3cb7f463985d6ede7f960a7a09fdb15ea6f,0xbb004090d26845b672f17c6da4b7d162df3bfc5e,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,"28.199155587689643977","$50171.15"
0x27d20b7f860901bee102999d10f4f3cb7f463985d6ede7f960a7a09fdb15ea6f,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,0x2fa96250cf4eafe165ed7cd3f05e32a99e271566,"25,000","$25139.35"
0x27d20b7f860901bee102999d10f4f3cb7f463985d6ede7f960a7a09fdb15ea6f,0x2fa96250cf4eafe165ed7cd3f05e32a99e271566,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,"14.102248583803408286","$25090.32"
0x62f91d4c3c94500b5f4a170bb00a82639229456c9c7385664d65f4c11f7b5530,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,"0",""
0x3a4da9c4c97075904102deec4ed3ae793226ec8995795f6b8bc3bae27b3730f1,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x9a13867048e01c663ce8ce2fe0cdae69ff9f35e3,"0.151130609","$6372.79"
0x3a4da9c4c97075904102deec4ed3ae793226ec8995795f6b8bc3bae27b3730f1,0x9a13867048e01c663ce8ce2fe0cdae69ff9f35e3,0xceff51756c56ceffca006cd410b03ffc46dd3a58,"0.12198678","$6625.26"
0x3a4da9c4c97075904102deec4ed3ae793226ec8995795f6b8bc3bae27b3730f1,0xceff51756c56ceffca006cd410b03ffc46dd3a58,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,"3.725581500702022068","$6628.45"
0xcf5fa86b10b787b2043a8efb313ff207f83071b860569b67003ae9a7ac2d7351,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xa9429271a28f8543efffa136994c0839e7d7bf77,"95.633935690225817782 ","na"
0x6a3e185dfb97da8b714c33de6ec699bfc077aaecde82138d6076c9ba902e8f82,0x7224d1965f85572750a7bfb6845759de52a8b76a,Badger setts,"116.301029981382413356","$6301.53"
0x6a3e185dfb97da8b714c33de6ec699bfc077aaecde82138d6076c9ba902e8f82,0x0000000000000000000000000000000000000000,0x7224d1965f85572750a7bfb6845759de52a8b76a,"95.633935690225817782 ","na"
0xd2708501b5a2d5ea04761ceb16a9e1fca6cb407aa39246ac9784802f69b7ba63,0x660802fc641b154aba66a62137e71f331b6d787a,0x7224d1965f85572750a7bfb6845759de52a8b76a,"116.301029981382413356","$6301.53"
0xd2708501b5a2d5ea04761ceb16a9e1fca6cb407aa39246ac9784802f69b7ba63,0x660802fc641b154aba66a62137e71f331b6d787a,0x7224d1965f85572750a7bfb6845759de52a8b76a,"0.088521948","$3732.74"
0x887a385d4116b84c32ddb54e04cbd31fc2a016bf0e3ccff44e8969ce47675f10,0xf0b3982f01b946e91ca0ac6152281c2d38d947cc,0x2d3cd7b81c93f188f3cb8ad87c8acc73d6226e3a,"90","$174100.19"
0x887a385d4116b84c32ddb54e04cbd31fc2a016bf0e3ccff44e8969ce47675f10,0x0000000000000000000000000000000000000000,0x7224d1965f85572750a7bfb6845759de52a8b76a,"19,700","$68225.10"
0x82bf52f7157e11133326270466c54918202527d159ad62138b08f32d5a054494,0x7224d1965f85572750a7bfb6845759de52a8b76a,,"0",""
0xa80cc3f81f1abe5587a4c1f0b3a91040f398bcc9f8516762a5580f627ed7de3b,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,"0.002746677834358266 ","na"
0xa80cc3f81f1abe5587a4c1f0b3a91040f398bcc9f8516762a5580f627ed7de3b,0x0000000000000000000000000000000000000000,0xe11fc0b43ab98eb91e9836129d1ee7c3bc95df50,"0.000002262607016839 ","na"
0xa80cc3f81f1abe5587a4c1f0b3a91040f398bcc9f8516762a5580f627ed7de3b,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0x0000000000000000000000000000000000000000,"0.002746677834358266 ","na"
0xa80cc3f81f1abe5587a4c1f0b3a91040f398bcc9f8516762a5580f627ed7de3b,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,"155,839.745934","$156158.60"
0xa80cc3f81f1abe5587a4c1f0b3a91040f398bcc9f8516762a5580f627ed7de3b,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,"80.840842960501253474","$156382.29"
0xa80cc3f81f1abe5587a4c1f0b3a91040f398bcc9f8516762a5580f627ed7de3b,0xd9e1ce17f2641f24ae83637ab66a2cca9c378b9f,0x7224d1965f85572750a7bfb6845759de52a8b76a,"155,839.745934","$156158.60"
0x09a37a57c347f121adfc8873ffd2b0fa1691c4888541b7fbc13ad3093c49e595,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x397ff1542f962076d0bfe58ea045ffa2d347aca0,"0",""
0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x0000000000000000000000000000000000000000,"0.002664605653585185 ","na"
0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0x0000000000000000000000000000000000000000,0xe94b5eec1fa96ceecbd33ef5baa8d00e4493f4f3,"0.193928831968874118","$3.06"
0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0x0000000000000000000000000000000000000000,0xc2edad668740f1aa35e4d8f227fb8e17dca888cd,"1.939288319688741185","$30.64"
0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0xc2edad668740f1aa35e4d8f227fb8e17dca888cd,0xd5d2adcb5e6ad20425b0650e4050c0ea9ec3cec0,"366.558283451212640522","$5791.33"
0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0xc2edad668740f1aa35e4d8f227fb8e17dca888cd,0xd5d2adcb5e6ad20425b0650e4050c0ea9ec3cec0,"0.002746677834358266 ","na"
0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0xd5d2adcb5e6ad20425b0650e4050c0ea9ec3cec0,0x01bd09a1124960d9be04b638b142df9df942b04a,"0.002746677834358266 ","na"
0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0x01bd09a1124960d9be04b638b142df9df942b04a,0x7224d1965f85572750a7bfb6845759de52a8b76a,"0.002746677834358266 ","na"
0x09765b3160e6d07ab8b437ab831e7feec376e36f13fc7ef817136b7f72d05c13,0x6b4e1e0656dd38f36c318b077134487b9b0cf7a6,0x7224d1965f85572750a7bfb6845759de52a8b76a,"0.002664605653585185 ","na"
0x09765b3160e6d07ab8b437ab831e7feec376e36f13fc7ef817136b7f72d05c13,0x6b4e1e0656dd38f36c318b077134487b9b0cf7a6,0x7224d1965f85572750a7bfb6845759de52a8b76a,"4.419974711922724254","$1605.59"
0x5484305d33212efb6ff6f1ecb7ed910a38718f9a16c3f864f2740de3bac356d9,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xa9429271a28f8543efffa136994c0839e7d7bf77,"84.200591264019532009 ","na"
0x4ffdd85ce2d8cf7aafe56e1762061108f2048404db3d3faac5b8781b5f979f6d,0x7224d1965f85572750a7bfb6845759de52a8b76a,Badger setts,"102.237840883845275307","$6664.73"
0x4ffdd85ce2d8cf7aafe56e1762061108f2048404db3d3faac5b8781b5f979f6d,0x0000000000000000000000000000000000000000,0x7224d1965f85572750a7bfb6845759de52a8b76a,"84.200591264019532009 ","na"
0x35cbd072f7faef4b619293edee7a6baa8928d68ff19d657da93c7d0bda3ac349,0x660802fc641b154aba66a62137e71f331b6d787a,0x7224d1965f85572750a7bfb6845759de52a8b76a,"102.237840883845275307","$6664.73"
0x35cbd072f7faef4b619293edee7a6baa8928d68ff19d657da93c7d0bda3ac349,0x660802fc641b154aba66a62137e71f331b6d787a,0x7224d1965f85572750a7bfb6845759de52a8b76a,"0.064311703","$3065.25"
0x48a5e11ebcd14b9d18c07388cc625d4780ea989af699021355bcedce1859e5d3,0x7224d1965f85572750a7bfb6845759de52a8b76a,0xa9429271a28f8543efffa136994c0839e7d7bf77,"126.975492638047140894 ","na"
0x216f705707af1ebae9a512c4c222b8bde17111f214cf3f58cc7f7244ec9fbe0d,0x7224d1965f85572750a7bfb6845759de52a8b76a,Badger setts,"153.96355338472571978","$12016.88"
0x216f705707af1ebae9a512c4c222b8bde17111f214cf3f58cc7f7244ec9fbe0d,0x0000000000000000000000000000000000000000,0x7224d1965f85572750a7bfb6845759de52a8b76a,"126.975492638047140894 ","na"
0xc145f037bef1d2674d579dca86816e783ac3697b8a677e54688ce06f7db7982f,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x7e7e112a68d8d2e221e11047a72ffc1065c38e1a,"0.111424495","$6587.16"
0xc145f037bef1d2674d579dca86816e783ac3697b8a677e54688ce06f7db7982f,0x0000000000000000000000000000000000000000,0x7224d1965f85572750a7bfb6845759de52a8b76a,"0.062707782327830355 ","na"
0xd4731f4415c7a1e14b2e738349c244c6ed4221b644c2a3f868025d40a1cc80af,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x798d1be841a82a273720ce31c822c61a67a601c3,"0",""
0x2ed93c964485aea91722200c8213bf22441daab0fb5d823f29d23fda321a5bd8,0x660802fc641b154aba66a62137e71f331b6d787a,0x7224d1965f85572750a7bfb6845759de52a8b76a,"153.963471147258060042","$12016.88"
0x2ed93c964485aea91722200c8213bf22441daab0fb5d823f29d23fda321a5bd8,0x660802fc641b154aba66a62137e71f331b6d787a,0x7224d1965f85572750a7bfb6845759de52a8b76a,"0.111418307","$6586.79"
0xd63619ef49734e8dabac9ab988b2e8cd048f21843b47c3e6126d07536298db22,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"325,763.490993202143457698","$90569525.90"
0xd63619ef49734e8dabac9ab988b2e8cd048f21843b47c3e6126d07536298db22,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"0.663592777163577713","$184.49"
0xd63619ef49734e8dabac9ab988b2e8cd048f21843b47c3e6126d07536298db22,0x7224d1965f85572750a7bfb6845759de52a8b76a,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,"5.601933930967637339","$1557.46"
0xd63619ef49734e8dabac9ab988b2e8cd048f21843b47c3e6126d07536298db22,0x25550cccbd68533fa04bfd3e3ac4d09f9e00fc50,0x8f5adc58b32d4e5ca02eac0e293d35855999436c,"325,769.75651991027467275","$90571267.86"
0xa9e4ac5a6fcc417df945c0ceb4bf181a4938a2b7870f2c7b1162cb330a3c9a6f,0x6b4e1e0656dd38f36c318b077134487b9b0cf7a6,0x7224d1965f85572750a7bfb6845759de52a8b76a,"2.336948086504920786","$649.72"
